job_title, company_name, state, city, link 
System software development & test co-op,The charles stark draper laboratory inc,Massachusetts,Cambridge,https://nucareers.northeastern.edu/postings.htm?pId=1851328
Cyber security - secure and reliable software co-op,The charles stark draper laboratory inc,Massachusetts,Cambridge,https://nucareers.northeastern.edu/postings.htm?pId=1851323
Ccis co-op (united kingdom  hong kong  colombia),The intern group - agency,Global ,London  hong kong  medellin,https://nucareers.northeastern.edu/postings.htm?pId=1846749
Full-stack software developer,The learning center for the deaf,Massachusetts,Framingham,https://nucareers.northeastern.edu/postings.htm?pId=1853932
(ccis) web development co-op,The mitre corporation,Massachusetts,Bedford,https://nucareers.northeastern.edu/postings.htm?pId=1851139
Disney professional internships,The walt disney company,Us,Multiple locations,https://nucareers.northeastern.edu/postings.htm?pId=1851581
Software co-op,Thermo fisher scientific inc.,Massachusetts,Franklin,https://nucareers.northeastern.edu/postings.htm?pId=1854822
(ccis) sw engineering intern embedded c,Third pole therapeutics,Massachusetts,Arlington,https://nucareers.northeastern.edu/postings.htm?pId=1850775
(ccis) software engineer co-op,Toast,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1846027
(ccis) software development intern,Token labs,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1853903
Assistant teacher  lincoln school,Town of brookline,Massachusetts,Brookline,https://nucareers.northeastern.edu/postings.htm?pId=1851678
(ccis) tripadvisor vacation rentals software engineer,Trip advisor llc,Massachusetts,Needham,https://nucareers.northeastern.edu/postings.htm?pId=1851073
(ccis) co-op security operations engineer,Trip advisor llc,Massachusetts,Needham,https://nucareers.northeastern.edu/postings.htm?pId=1851040
Ui/ux mobile design co-op,Trip advisor llc,New york,New york city,https://nucareers.northeastern.edu/postings.htm?pId=1852061
Energy markets analyst intern,Truelight energy,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1854383
Customer team co-op,Tulip,Massachusetts,Somerville,https://nucareers.northeastern.edu/postings.htm?pId=1847378
Administration communication & therapy assistants,Tunaweza children's centre,Global ,Kampala,https://nucareers.northeastern.edu/postings.htm?pId=1851902
(ccis) data visualization co-op,Two six labs,District of columbia,Arlington,https://nucareers.northeastern.edu/postings.htm?pId=1847648
Test engineer,United electronic industries  inc.,Massachusetts,Walpole,https://nucareers.northeastern.edu/postings.htm?pId=1854688
Medical intern,United planet - agency,Global ,Ho,https://nucareers.northeastern.edu/postings.htm?pId=1854777
Global health quest intern,United planet - agency,Global ,Dar es salaam,https://nucareers.northeastern.edu/postings.htm?pId=1854779
(ccis) software & applications engineering co-op,United technologies corporation,Massachusetts,Norwood,https://nucareers.northeastern.edu/postings.htm?pId=1851135
Graphic designer co-op,Urban group,Global ,Seoul,https://nucareers.northeastern.edu/postings.htm?pId=1854118
(ccis) junior developer,Usr id inc.,Massachusetts,Newton,https://nucareers.northeastern.edu/postings.htm?pId=1858102
Software quality assurance co-op,Verisk analytics  inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1859166
Chemical biology co-op- mark,Vertex pharmaceuticals,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1855073
(ccis) software development intern,Vinyl technologies inc dba vytek,Massachusetts,Fitchburg,https://nucareers.northeastern.edu/postings.htm?pId=1847878
(ccis) r05079 intern  cpsbu - coop,Vmware,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1853775
(ccis) software development co-op,Voya financial,Massachusetts,Windsor,https://nucareers.northeastern.edu/postings.htm?pId=1859537
(ccis) analytics platform co-op,Warner bros. entertainment inc.,Massachusetts,Needham,https://nucareers.northeastern.edu/postings.htm?pId=1850466
Noc engineer,Wayfair llc,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1858164
Business intelligence co-op,Wayfair llc,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1856307
Pricing algorithms co-op,Wayfair llc,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1856311
Competitive intelligence co-op,Wayfair llc,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1856318
Software engineering / computer science / data analytics intern,Weather source,New hampshire,Salem,https://nucareers.northeastern.edu/postings.htm?pId=1854352
(ccis) nlp developer,Wevo,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1858393
(ccis) image processing developer,Wevo,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1858394
Biomedical signal processing engineer co-op,Whoop  inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1859579
Engineering co-op,Wise systems,Massachusetts,Cambridge,https://nucareers.northeastern.edu/postings.htm?pId=1854483
(ccis) software engineer co-op,Wolters kluwer,Massachusetts,Waltham,https://nucareers.northeastern.edu/postings.htm?pId=1858827
(ccis) devops co-op,Wolters kluwer,Massachusetts,Waltham,https://nucareers.northeastern.edu/postings.htm?pId=1858826
Volcanology research assistant,Woods hole oceanographic institution,Massachusetts,Woods hole,https://nucareers.northeastern.edu/postings.htm?pId=1850462
(ccis) cloud infrastructure co-op,Worldpay - formerly vantiv,Massachusetts,Lowell,https://nucareers.northeastern.edu/postings.htm?pId=1859531
(ccis) software engineer co-op,Worldpay - formerly vantiv,Massachusetts,Lowell,https://nucareers.northeastern.edu/postings.htm?pId=1847787
(ccis) software engineering intern- emmeddables,Zendesk,California,San francisco,https://nucareers.northeastern.edu/postings.htm?pId=1854389
